Name,Freq,MLM,MLD,AW,ANG,,Env,Thickness,Index
SiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-90_freq-56.318,56.318,1060,180,37.9,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-90_freq-60.69,60.69,1230,180,35.2,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-45_freq-30,30,302,180,66.9,45,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-45_freq-43.725,43.725,642,180,48,45,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-45_freq-56.318,56.318,1060,180,37.9,45,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-45_freq-60.69,60.69,1230,180,35.2,45,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-90_freq-30,30,302,180,66.9,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-90_freq-43.725,43.725,642,180,48,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-90_freq-56.318,56.318,1060,180,37.9,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-90_freq-60.69,60.69,1230,180,35.2,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-45_freq-30,30,302,180,66.9,45,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-45_freq-43.725,43.725,642,180,48,45,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-45_freq-56.318,56.318,1060,180,37.9,45,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-45_freq-60.69,60.69,1230,180,35.2,45,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-90_freq-30,30,302,180,66.9,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-90_freq-43.725,43.725,642,180,48,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-90_freq-56.318,56.318,1060,180,37.9,90,,1.0003,1,1.449137675
SiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-90_freq-60.69,60.69,1230,180,35.2,90,,1.0003,1,1.449137675
Te-hourglass-with substrate-incidence_30deg-st_1-LC_5-freq_32.261,32.261,90.8,180,82.6,30,,1.0003,1,4.8044
Te-hourglass-with substrate-incidence_30deg-st_1-LC_5-freq_50.807,50.807,194,180,58.9,30,,1.0003,1,4.8044
Te-hourglass-with substrate-incidence_45deg-st_1-LC_5-freq_32.261,32.261,90.8,180,82.6,45,,1.0003,1,4.8044
Te-hourglass-with substrate-incidence_45deg-st_1-LC_5-freq_50.807,50.807,194,180,58.9,45,,1.0003,1,4.8044
Te-hourglass-with substrate-incidence_90deg-st_1-LC_5-freq_32.261,32.261,90.8,180,82.6,90,,1.0003,1,4.8044
Te-hourglass-with substrate-incidence_90deg-st_1-LC_5-freq_50.807,50.807,194,180,58.9,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-15_incidence-45_freq-30,30,32.2,180,98,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-15_incidence-45_freq-43.725,43.725,68.4,180,77.2,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-15_incidence-45_freq-56.318,56.318,108,180,64.8,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-15_incidence-45_freq-60.69,60.69,127,180,59.7,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-15_incidence-90_freq-30,30,32.2,180,98,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-15_incidence-90_freq-43.725,43.725,68.4,180,77.2,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-15_incidence-90_freq-56.318,56.318,108,180,64.8,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-15_incidence-90_freq-60.69,60.69,127,180,59.7,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-16_incidence-45_freq-30,30,32.2,180,98,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-16_incidence-45_freq-43.725,43.725,68.4,180,77.2,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-16_incidence-45_freq-56.318,56.318,107,180,65,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-16_incidence-45_freq-60.69,60.69,128,180,59.7,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-16_incidence-90_freq-30,30,32.2,180,98,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-16_incidence-90_freq-43.725,43.725,68.4,180,77.2,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-16_incidence-90_freq-56.318,56.318,107,180,65,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-16_incidence-90_freq-60.69,60.69,128,180,59.7,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-17_incidence-45_freq-30,30,32.2,180,98,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-17_incidence-45_freq-43.725,43.725,68.4,180,77.2,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-17_incidence-45_freq-56.318,56.318,102,180,65.7,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-17_incidence-45_freq-60.69,60.69,128,180,59.7,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-17_incidence-90_freq-30,30,32.2,180,98,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-17_incidence-90_freq-43.725,43.725,68.4,180,77.2,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-17_incidence-90_freq-56.318,56.318,102,180,65.7,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-17_incidence-90_freq-60.69,60.69,128,180,59.7,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-18_incidence-45_freq-30,30,32.2,180,98,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-18_incidence-45_freq-43.725,43.725,68.3,180,77.2,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-18_incidence-45_freq-60.69,60.69,127,180,59.6,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-18_incidence-90_freq-30,30,32.2,180,98,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-18_incidence-90_freq-43.725,43.725,68.3,180,77.2,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-18_incidence-90_freq-60.69,60.69,127,180,59.6,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-19_incidence-45_freq-30,30,32.2,180,98,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-19_incidence-45_freq-43.725,43.725,68.3,180,77.2,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-19_incidence-45_freq-60.69,60.69,127,180,59.7,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-19_incidence-90_freq-30,30,32.2,180,98,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-19_incidence-90_freq-43.725,43.725,68.3,180,77.2,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-4_pyr_ang-19_incidence-90_freq-60.69,60.69,127,180,59.7,45,,1.0003,1,4.8044
Te_st-1_at-5_LC-5_pyr_ang-15_incidence-90_freq-30,30,78.6,180,86,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-5_pyr_ang-15_incidence-90_freq-43.725,43.725,167,180,64.7,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-5_pyr_ang-15_incidence-90_freq-56.318,56.318,272,180,52.2,90,,1.0003,1,4.8044
Te_st-1_at-5_LC-5_pyr_ang-15_incidence-90_freq-60.69,60.69,286,180,57.7,90,,1.0003,1,4.8044
TiO2_st-1_at-5_LC-3_pyr_ang-15_incidence-45_freq-30,30,10.2,180,110.4,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-15_incidence-45_freq-56.318,56.318,35.7,180,80.4,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-15_incidence-45_freq-60.69,60.69,39.5,180,78.4,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-15_incidence-90_freq-30,30,10.2,180,110.4,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-15_incidence-90_freq-56.318,56.318,35.7,180,80.4,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-15_incidence-90_freq-60.69,60.69,39.5,180,78.4,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-16_incidence-45_freq-30,30,10.2,180,110.5,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-16_incidence-45_freq-43.725,43.725,19.7,180,87.7,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-16_incidence-45_freq-56.318,56.318,35.6,180,80.8,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-16_incidence-45_freq-60.69,60.69,38,180,79.6,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-16_incidence-90_freq-30,30,10.2,180,110.5,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-16_incidence-90_freq-43.725,43.725,19.7,180,87.7,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-16_incidence-90_freq-56.318,56.318,35.6,180,80.8,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-16_incidence-90_freq-60.69,60.69,38,180,79.6,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-17_incidence-45_freq-30,30,10.2,180,110.6,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-17_incidence-45_freq-43.725,43.725,20.7,180,89.2,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-17_incidence-45_freq-56.318,56.318,35.5,180,81,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-17_incidence-90_freq-30,30,10.2,180,110.6,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-17_incidence-90_freq-43.725,43.725,20.7,180,89.2,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-17_incidence-90_freq-56.318,56.318,35.5,180,81,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-18_incidence-45_freq-30,30,10.2,180,110.6,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-18_incidence-45_freq-43.725,43.725,20.9,180,89.7,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-18_incidence-45_freq-56.318,56.318,35.5,180,81.1,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-18_incidence-45_freq-60.69,60.69,41.1,180,76.3,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-18_incidence-90_freq-30,30,10.2,180,110.6,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-18_incidence-90_freq-43.725,43.725,20.9,180,89.7,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-18_incidence-90_freq-56.318,56.318,35.5,180,81.1,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-18_incidence-90_freq-60.69,60.69,41.1,180,76.3,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-19_incidence-45_freq-30,30,10.2,180,110.7,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-19_incidence-45_freq-43.725,43.725,21,180,90,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-19_incidence-45_freq-56.318,56.318,35.4,180,81.1,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-19_incidence-45_freq-60.69,60.69,40.4,180,73.4,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-19_incidence-90_freq-30,30,10.2,180,110.7,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-19_incidence-90_freq-43.725,43.725,21,180,90,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-19_incidence-90_freq-56.318,56.318,35.4,180,81.1,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-3_pyr_ang-19_incidence-90_freq-60.69,60.69,40.4,180,73.4,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-15_incidence-45_freq-30,30,78.6,180,86.2,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-15_incidence-45_freq-43.725,43.725,150,180,65,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-15_incidence-45_freq-56.318,56.318,277,180,51.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-15_incidence-45_freq-60.69,60.69,294,180,56.3,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-15_incidence-90_freq-30,30,78.6,180,86.2,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-15_incidence-90_freq-43.725,43.725,150,180,65,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-15_incidence-90_freq-56.318,56.318,277,180,51.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-15_incidence-90_freq-60.69,60.69,294,180,56.3,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-16_incidence-45_freq-30,30,78.6,180,86.1,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-16_incidence-45_freq-43.725,43.725,165,180,64.7,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-16_incidence-45_freq-56.318,56.318,276,180,51.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-16_incidence-45_freq-60.69,60.69,285,180,59.4,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-16_incidence-90_freq-30,30,78.6,180,86.1,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-16_incidence-90_freq-43.725,43.725,165,180,64.7,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-16_incidence-90_freq-56.318,56.318,276,180,51.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-16_incidence-90_freq-60.69,60.69,285,180,59.4,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-17_incidence-45_freq-30,30,78.6,180,86.1,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-17_incidence-45_freq-43.725,43.725,166,180,64.7,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-17_incidence-45_freq-56.318,56.318,276,180,51.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-17_incidence-45_freq-60.69,60.69,260,180,52.4,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-17_incidence-90_freq-30,30,78.6,180,86.1,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-17_incidence-90_freq-43.725,43.725,166,180,64.7,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-17_incidence-90_freq-56.318,56.318,276,180,51.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-17_incidence-90_freq-60.69,60.69,260,180,52.4,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-18_incidence-45_freq-30,30,78.6,180,86.1,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-18_incidence-45_freq-43.725,43.725,166,180,64.7,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-18_incidence-45_freq-56.318,56.318,276,180,51.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-18_incidence-45_freq-60.69,60.69,306,180,49.5,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-18_incidence-90_freq-30,30,78.6,180,86.1,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-18_incidence-90_freq-43.725,43.725,166,180,64.7,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-18_incidence-90_freq-56.318,56.318,276,180,51.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-18_incidence-90_freq-60.69,60.69,306,180,49.5,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-19_incidence-45_freq-30,30,78.6,180,86,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-19_incidence-45_freq-43.725,43.725,166,180,64.8,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-19_incidence-45_freq-56.318,56.318,276,180,51.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-19_incidence-45_freq-60.69,60.69,288,180,51,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-19_incidence-90_freq-30,30,78.6,180,86,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-19_incidence-90_freq-43.725,43.725,166,180,64.8,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-19_incidence-90_freq-56.318,56.318,276,180,51.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-5_pyr_ang-19_incidence-90_freq-60.69,60.69,288,180,51,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-15_incidence-45_freq-30,30,302,180,66.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-15_incidence-45_freq-43.725,43.725,538,180,49.3,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-15_incidence-45_freq-56.318,56.318,1060,180,38.6,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-15_incidence-45_freq-60.69,60.69,1180,180,34.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-15_incidence-90_freq-30,30,302,180,66.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-15_incidence-90_freq-43.725,43.725,538,180,49.3,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-15_incidence-90_freq-56.318,56.318,1060,180,38.6,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-15_incidence-90_freq-60.69,60.69,1180,180,34.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-16_incidence-45_freq-30,30,302,180,66.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-16_incidence-45_freq-43.725,43.725,614,180,49.3,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-16_incidence-45_freq-56.318,56.318,1060,180,38.3,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-16_incidence-45_freq-60.69,60.69,1160,180,34.8,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-16_incidence-90_freq-30,30,302,180,66.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-16_incidence-90_freq-43.725,43.725,614,180,49.3,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-16_incidence-90_freq-56.318,56.318,1060,180,38.3,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-16_incidence-90_freq-60.69,60.69,1160,180,34.8,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-45_freq-30,30,302,180,66.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-45_freq-43.725,43.725,628,180,48.8,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-45_freq-56.318,56.318,1060,180,38.2,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-45_freq-60.69,60.69,1120,180,35.5,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-90_freq-30,30,302,180,66.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-90_freq-43.725,43.725,628,180,48.8,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-90_freq-56.318,56.318,1060,180,38.2,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-17_incidence-90_freq-60.69,60.69,1120,180,35.5,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-45_freq-30,30,302,180,66.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-45_freq-43.725,43.725,631,180,48.6,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-45_freq-56.318,56.318,1060,180,38.1,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-45_freq-60.69,60.69,1200,180,35.3,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-90_freq-30,30,302,180,66.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-90_freq-43.725,43.725,631,180,48.6,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-90_freq-56.318,56.318,1060,180,38.1,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-18_incidence-90_freq-60.69,60.69,1200,180,35.3,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-45_freq-30,30,302,180,66.9,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-45_freq-43.725,43.725,633,180,48.5,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-45_freq-56.318,56.318,1060,180,38.1,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-45_freq-60.69,60.69,1180,180,35.4,45,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-90_freq-30,30,302,180,66.9,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-90_freq-43.725,43.725,633,180,48.5,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-90_freq-56.318,56.318,1060,180,38.1,90,,1.0003,1,9.273618495
TiO2_st-1_at-5_LC-7_pyr_ang-19_incidence-90_freq-60.69,60.69,1180,180,35.4,90,,1.0003,1,9.273618495
TiO2-hourglass-incidence_45deg-st_0.1-LC_0.5-freq_130.25,130.25,0.147,180,124.3,45,,1,0.1,9.273618495
TiO2-hourglass-incidence_45deg-st_0.1-LC_0.5-freq_150.75,150.75,0.196,180,117.1,45,,1,0.1,9.273618495
TiO2-hourglass-incidence_45deg-st_0.1-LC_0.5-freq_179.3,179.3,0.277,180,106.6,45,,1,0.1,9.273618495
TiO2-hourglass-incidence_45deg-st_0.1-LC_0.5-freq_208.66,208.66,0.397,180,107.5,45,,1,0.1,9.273618495
TiO2-hourglass-incidence_45deg-st_0.1-LC_0.5-freq_275.07,275.07,0.541,180,99,45,,1,0.1,9.273618495
TiO2-hourglass-incidence_45deg-st_0.1-LC_0.5-freq_299.51,299.51,0.724,180,93.2,45,,1,0.1,9.273618495
TiO2-hourglass-incidence_45deg-st_0.1-LC_0.5-freq_321.18,321.18,0.898,180,82.5,45,,1,0.1,9.273618495
TiO2-hourglass-incidence_45deg-st_0.2-LC_0.5-freq_130.25,130.25,0.148,180,120.8,45,,1,0.2,9.273618495
TiO2-hourglass-incidence_45deg-st_0.2-LC_0.5-freq_135,135,0.159,180,118,45,,1,0.2,9.273618495
TiO2-hourglass-incidence_45deg-st_0.2-LC_0.5-freq_235.41,235.41,0.459,180,97.1,45,,1,0.2,9.273618495
TiO2-hourglass-incidence_45deg-st_0.2-LC_0.5-freq_250.58,250.58,0.549,180,96.1,45,,1,0.2,9.273618495
TiO2-hourglass-incidence_45deg-st_0.2-LC_0.5-freq_266.72,266.72,0.53,180,98.2,45,,1,0.2,9.273618495
TiO2-hourglass-incidence_45deg-st_0.3-LC_0.5-freq_115.49,115.49,0.116,180,119,45,,1,0.3,9.273618495
TiO2-hourglass-incidence_45deg-st_0.3-LC_0.5-freq_163.62,163.62,0.233,180,112.7,45,,1,0.3,9.273618495
TiO2-hourglass-incidence_45deg-st_0.3-LC_0.5-freq_179.3,179.3,0.26,180,100.1,45,,1,0.3,9.273618495
TiO2-hourglass-incidence_45deg-st_0.3-LC_0.5-freq_204.31,204.31,0.365,180,105.4,45,,1,0.3,9.273618495
TiO2-hourglass-incidence_45deg-st_0.3-LC_0.5-freq_235.41,235.41,0.456,180,97.1,45,,1,0.3,9.273618495
TiO2-hourglass-incidence_45deg-st_0.3-LC_0.5-freq_242.79,242.79,0.515,180,97.7,45,,1,0.3,9.273618495
TiO2-hourglass-incidence_45deg-st_0.3-LC_0.5-freq_251.09,251.09,0.551,180,96.1,45,,1,0.3,9.273618495
TiO2-hourglass-incidence_45deg-st_0.3-LC_0.5-freq_263.08,263.08,0.605,180,93.8,45,,1,0.3,9.273618495
TiO2-hourglass-incidence_45deg-st_0.5-LC_0.5-freq_130.25,130.25,0.148,180,119.7,45,,1,0.5,9.273618495
TiO2-hourglass-incidence_45deg-st_0.5-LC_0.5-freq_150.75,150.75,0.199,180,116.3,45,,1,0.5,9.273618495
TiO2-hourglass-incidence_45deg-st_0.5-LC_0.5-freq_179.3,179.3,0.281,180,110.5,45,,1,0.5,9.273618495
TiO2-hourglass-incidence_90deg-st_0.1-LC_0.4-freq_130.25,130.25,0.0592,180,134.8,90,,1,0.1,9.273618495
TiO2-hourglass-incidence_90deg-st_0.1-LC_0.4-freq_150.75,150.75,0.0788,180,128.7,90,,1,0.1,9.273618495
TiO2-hourglass-incidence_90deg-st_0.1-LC_0.4-freq_179.3,179.3,0.111,180,111.4,90,,1,0.1,9.273618495
TiO2-hourglass-incidence_90deg-st_0.1-LC_0.4-freq_208.66,208.66,0.154,180,117.6,90,,1,0.1,9.273618495
TiO2-hourglass-incidence_90deg-st_0.1-LC_0.4-freq_321.18,321.18,0.357,180,100.7,90,,1,0.1,9.273618495
TiO2-hourglass-incidence_90deg-st_0.1-LC_0.5-freq_130.25,130.25,0.147,180,124.3,90,,1,0.1,9.273618495
